,symbol,passed,FilterWinLoss1Min,FilterWinLoss1Max,FilterValue1,FilterVolume1
137,ANH,False,-1.8667,2.4457,3.66,247392
138,AON,True,-4.0777,2.48,190.98,454326
139,APA,True,-4.2125,3.3005,21.92,3270750
140,AIV,True,-2.8668,2.5825,50.39,607862
141,APHA,False,-5.8219,40.9615,6.92,1133317
142,APY,True,-3.8049,4.8371,28.53,394234
143,AIY,False,-0.3569,0.3984,25.1,0
144,ARI,True,-2.5995,1.3617,18.8,470642
145,AIF,False,-1.2237,0.9635,14.73,19277
146,APO,True,-5.8488,5.8225,33.59,740136
147,AFT,False,-1.4398,0.8038,14.78,22904
148,AIT,False,-3.5757,3.4182,53.87,81526
149,APTV,True,-4.5864,7.4537,83.56,766747
150,APLE,True,-3.2463,2.1739,15.75,723463
151,ATR,False,-2.859,2.2549,121.22,135119
152,WTR,True,-2.3866,2.2114,43.65,624543
153,AQ,False,-0.4563,0.3056,13.17,55893
154,ABR,True,-3.7559,4.3265,12.64,557110
155,WAAS,False,-6.3808,6.6975,18.22,79300
156,ARMK,True,-2.1363,4.7018,37.92,1893671
157,ARC,False,-12.68,11.8881,1.42,27742
158,MT,True,-6.9511,4.55,13.84,1517317
159,ARCH,False,-11.9112,3.6289,77.54,155870
160,AROC,False,-5.2376,4.9571,8.52,353534
161,ACA,False,-4.4533,4.3405,32.92,161253
162,ADM,True,-5.715,2.7361,37.76,2080125
163,RCUS,False,-7.2061,11.0119,7.4,35678
164,ARD,False,-3.2662,3.99,17.78,50423
165,ARCO,False,-12.2549,3.8309,7.15,111522
166,ASC,False,-5.9946,1.8592,6.08,131666
167,ACRE,False,-2.0355,1.6756,15.26,66458
168,ARES,False,-7.1031,3.2609,28.06,167346
169,ARNC,True,-2.7157,4.2869,25.39,1701403
170,AFC,False,-1.3564,0.6464,26.26,1499
171,ARDC,False,-1.4974,0.727,15.21,50505
172,AGX,False,-3.4712,3.548,39.22,44207
173,ARGO,False,-3.3179,2.422,68.72,60109
174,AI,False,-5.0,1.9969,5.77,213116
175,ARLO,False,-17.6944,9.8985,3.07,354401
176,ANET,True,-10.3225,2.75,230.82,597069
177,ARGD,False,-0.349,0.4678,25.82,761
178,AIW,False,-0.878,0.407,24.39,0
179,AHH,False,-3.1414,1.8398,17.35,96759
180,AIC,False,-0.9658,1.3793,24.32,375
181,AJG,True,-4.0298,2.4407,90.02,408734
182,AFI,False,-7.177,12.6547,7.4,124975
183,ARW,True,-2.2014,2.9977,69.12,269336
184,APAM,True,-3.5474,2.1153,27.35,223864
185,ASX,False,-2.5057,2.5641,4.24,149869
186,AWI,True,-4.9935,4.3234,95.02,210916
187,ARR,True,-3.9017,2.3188,17.23,341201
188,ASGN,False,-3.2038,4.2771,61.74,184048
189,ASA,False,-4.9035,4.8183,12.84,61864
190,ABG,False,-1.6399,5.6089,92.45,65025
191,AHT,False,-5.9041,7.0039,2.98,625883
192,ASH,True,-2.8938,2.1968,74.06,281863
193,ASB,True,-4.0148,2.9894,19.86,365418
194,ASPN,False,-6.3636,6.8858,6.75,2395
195,AC,False,-2.727,1.84,36.34,515
196,AIZ,True,-2.6467,7.5344,122.53,256290
197,AGO,True,-2.5122,6.9305,45.13,273642
198,AIZP,False,-1.4781,5.2775,123.36,1013
199,HOME,False,-7.0117,14.9533,4.86,1472318
200,TBC,False,-1.1144,0.8531,27.0,45045
201,T,True,-2.0128,3.5837,34.86,17869349
202,AZN,True,-1.626,5.7249,44.86,1324446
203,TBB,False,-1.0687,0.98,26.58,68566
204,AT,False,-3.3613,2.5,2.4,114924
205,ATKR,True,-2.565,7.7922,29.77,221832
206,ATO,True,-2.4537,1.3898,109.09,405232
207,ATTO,False,-6.6946,5.29,2.27,11344
208,AUO,False,-4.5455,2.847,2.31,341995
209,ACB,False,-6.4,10.3393,6.66,7898560
210,ATH,True,-4.0137,3.3537,39.2,586166
211,AVLR,True,-5.4989,11.2078,85.73,415600
212,AZO,False,-3.0289,1.8195,1081.28,162407
213,ATHM,True,-4.0588,3.19,80.05,417142
214,AN,True,-1.569,10.8462,48.91,466580
215,AVB,True,-2.7061,1.2898,204.2,333173
216,ALV,True,-3.1936,3.4515,67.99,282765
217,AVNS,False,-4.0134,5.8486,36.99,131068
218,AGR,True,-1.8936,2.3364,49.36,334636
219,AVYA,True,-7.8027,12.88,11.8,524619
220,AVH,False,-6.6667,4.3367,3.94,27449
221,AVY,True,-3.3516,4.2746,112.73,294187
222,AVA,False,-1.4088,1.4189,46.26,178875
223,AVP,False,-3.6364,5.4688,4.35,2509460
224,EQH,True,-6.0498,3.6174,20.75,956003
225,AXTA,True,-2.6662,3.8957,28.1,1198435
226,AVX,False,-4.8514,3.8462,14.27,120777
227,AXS,True,-2.0732,3.7478,64.68,271248
228,AZUL,False,-5.1879,4.9231,40.71,171497
229,AX,False,-6.0048,5.7359,27.66,176025
230,AXO,False,-1.2389,1.0125,25.89,0
231,AZRE,False,-5.0,2.8431,10.31,1136
232,BCSF,False,-0.7692,0.5556,18.09,52152
233,BGS,True,-5.258,11.5642,18.91,549393
234,BW,False,-7.7439,9.5978,3.71,60397
235,BGH,False,-2.0914,1.1791,17.78,31264
236,BMI,False,-9.4346,2.3579,54.53,81630
237,AZZ,False,-2.977,2.0648,42.74,77879
238,BLL,True,-1.9805,4.5607,79.29,1073991
239,BBN,False,-0.2102,1.1029,24.88,58663
240,BBVA,False,-3.8384,2.2684,4.85,1631825
241,BANC,False,-4.4786,6.0274,14.67,181635
242,BHGE,True,-4.7091,3.5904,23.57,2889184
243,BBDO,False,-7.0015,3.5526,7.66,560
244,BLX,False,-4.4244,4.4218,19.98,39483
245,BSAC,False,-3.2574,1.9629,28.47,89352
246,BCH,False,-2.5806,3.4596,29.39,10940
247,BBD,False,-5.848,3.1093,8.57,4913599
248,SAN,False,-3.386,2.9478,3.97,6278456
249,BSBR,True,-3.8567,3.9595,10.98,526560
250,BSMX,False,-3.5088,3.2653,6.64,608218
251,CIB,False,-4.6454,4.8717,51.48,88476
252,BXS,False,-3.9813,3.0601,27.69,146321
253,BAC,True,-4.4248,2.2996,27.72,31227223
254,BOH,False,-2.7801,2.1795,82.91,114496
255,NTB,False,-3.959,1.6341,26.92,122409
256,BK,True,-3.1216,2.3428,43.67,4223137
257,BMO,True,-1.7498,1.02,71.6,190722
258,BNS,True,-1.6727,1.1182,52.21,330574
259,MCI,False,-2.1739,1.697,16.17,4000
260,BCS,False,-3.7889,1.1673,6.8,1022921
261,BKU,True,-4.4173,9.195,31.76,259579
262,BBDC,False,-0.9137,0.6129,9.65,34647
263,B,False,-5.03,2.6501,44.98,110677
264,BKS,False,-1.6442,1.5198,6.49,427095
265,GOLD,True,-4.4092,4.2435,18.11,11156554
266,MPV,False,-3.5714,3.9766,16.2,52
267,BAS,False,-9.0909,7.6923,1.5,120259
268,BNED,False,-7.3746,2.75,2.91,179553
269,BAX,True,-3.294,2.93,88.18,1573832
270,BHC,True,-3.1732,2.6459,22.69,1198521
271,BTE,False,-4.9645,8.3333,1.4,799880
272,BBT,True,-4.0122,2.8002,46.73,2767419
273,BBX,False,-4.6875,3.2037,3.94,93367
274,BCE,True,-1.1179,1.7956,46.6,515256
275,BZH,True,-4.3706,4.6667,11.75,221310
276,BDXA,False,-4.5744,2.2761,61.91,34057
277,BDX,True,-4.966,2.8117,253.34,538778
278,BDC,True,-19.2253,2.9927,44.86,190942
279,BRK.A,False,-2.6846,1.5246,299510.0,110
280,BRK.B,True,-2.5507,1.4262,198.78,1977839
281,BHLB,False,-4.1768,4.1883,29.92,91248
282,BERY,True,-14.9484,2.6501,41.08,672554
283,BBY,True,-10.7932,6.07,71.29,1186846
284,BHE,False,-2.9477,3.4496,26.47,146526
285,BHP,True,-3.641,2.2249,50.65,1123262
286,BBL,True,-4.0784,2.662,44.02,528475
287,BIG,True,-7.686,4.0926,21.86,628506
288,BH.A,False,-5.106,6.7416,519.97,3
289,BIO.B,False,-5.1605,7.0587,325.79,0
290,BH,False,-4.8521,5.303,100.6,3948
291,BHVN,True,-4.3169,3.5723,38.83,406864
292,BIO,False,-5.119,8.2579,326.25,82790
293,BITA,True,-5.7692,8.6835,11.31,227693
294,BKH,False,-2.0889,1.3381,76.53,183370
295,BJ,True,-5.601,3.2482,22.05,1178986
296,BKI,True,-2.9838,2.6848,61.38,278469
297,BSM,False,-3.2832,3.3239,14.42,72866
298,BGIO,False,-1.2061,2.4168,9.52,8985
299,BB,False,-4.0616,3.3675,7.0,1937775
300,CII,False,-2.5173,1.6753,15.71,49284
301,BHK,False,-0.4237,1.0616,14.45,58291
302,BFZ,False,-0.2996,0.5185,13.81,35972
303,HYT,False,-1.4138,0.29,10.51,163650
304,BTZ,False,-1.0622,1.6104,13.64,66274
305,EGF,False,-0.4262,0.6816,13.17,0
306,FRA,False,-0.4684,0.32,12.66,74224
307,DSU,False,-1.3636,0.5545,10.87,30793
308,BFO,False,-0.2776,0.3482,14.4,44
309,BGR,False,-3.2817,2.3011,10.63,58516
310,BDJ,False,-2.2173,2.6136,8.98,190745
311,BOE,False,-1.7258,1.0742,10.31,118432
312,BME,False,-2.0886,1.9015,38.78,11919
313,BGT,False,-0.5596,0.4032,12.38,35569
314,BAF,False,-0.7072,0.9155,14.35,7470
315,BGY,False,-2.0036,1.28,5.47,79503
316,BKN,False,-0.6386,0.9753,15.84,7081
317,BKT,False,-0.4967,1.1686,6.14,40466
318,BIT,False,-1.5455,0.7497,17.13,55776
319,BTA,False,-0.4835,1.5987,12.99,16383
320,MHE,False,-1.2904,0.9914,13.05,0
321,BZM,False,-3.1348,1.1947,14.43,2
322,MUI,False,-0.6974,1.4873,14.47,31790
323,MNE,False,-1.2245,1.6609,14.73,376
324,MUA,False,-1.616,0.8575,15.17,16519
325,BKK,False,-0.1988,0.1328,15.07,8755
326,BBF,False,-0.4225,0.5646,14.13,4107
327,BYM,False,-0.6329,0.5678,14.18,12787
328,BLE,False,-1.3115,1.265,14.97,17903
329,BFK,False,-0.4954,0.7102,14.29,25383
330,BBK,False,-0.3987,0.7185,15.5,5717
331,MEN,False,-0.805,0.7117,11.43,29624
332,MUC,False,-0.2185,0.7857,14.27,42606
333,MUH,False,-0.6545,1.0506,15.61,5160
334,BTT,False,-0.6421,1.1069,23.9,50681
335,MFL,False,-0.2254,0.6657,13.63,24812
336,MUE,False,-0.468,1.0188,12.91,4812
337,MUS,False,-0.4695,0.7886,12.77,18165
338,MVT,False,-1.63,1.3734,15.37,3354
339,MUJ,False,-1.0936,0.9028,14.62,21059
340,MYC,False,-0.7818,0.9123,14.54,21651
341,MHN,False,-0.2199,0.8778,13.8,17433
342,MHD,False,-1.3002,0.8383,16.84,3064
343,MCA,False,-0.378,0.4141,14.54,23926
344,MYF,False,-0.4878,0.5602,14.59,4791
345,MFT,False,-0.9538,0.8076,13.7,4739
346,MYD,False,-1.0688,0.823,14.99,31252
347,MYJ,False,-1.16,1.2242,15.53,14945
348,MIY,False,-0.8293,0.7785,14.42,7125
349,MPA,False,-0.9009,0.8386,14.39,5464
350,MYN,False,-0.6808,1.0109,13.2,23457
351,MQT,False,-0.6891,0.6178,13.01,18771
352,BQH,False,-0.6705,0.8754,14.91,186
353,MYI,False,-0.2956,0.6006,13.63,51248
354,MQY,False,-0.207,0.8169,15.1,16520
355,BST,False,-3.1957,2.7211,33.15,50994
356,BFY,False,-0.6452,0.9,14.45,3013
357,BNY,False,-1.7341,1.8103,14.25,2638
358,BUI,False,-1.1067,2.0601,24.0,19476
359,BSE,False,-0.6613,1.0355,13.67,1157
360,BSD,False,-0.8076,0.6392,14.36,6978
361,BCX,False,-2.6008,1.8843,7.49,125993
362,BHV,False,-2.23,0.7916,16.15,0
363,BE,False,-73.91,3.9048,4.6,716458
364,BGB,False,-1.4085,0.4695,14.56,80887
365,BLK,True,-3.7705,2.09,425.33,363347
366,APRN,False,-11.2513,35.5091,8.02,208784
367,BSL,False,-2.1338,1.3333,17.09,14121
368,BCRH,False,-1.4778,16.5414,8.2,1474
369,BXG,False,-5.4945,3.9871,9.66,23958
370,BXC,False,-3.1643,7.4074,25.67,45354
371,BGX,False,-2.4002,1.9924,15.79,18347
372,BCC,False,-4.2017,5.9039,29.2,141667
373,BCEI,False,-5.367,7.3306,22.7,123783
374,BOOT,True,-7.6007,4.89,31.26,374442
375,BA,True,-3.6909,4.5,332.86,2704033
376,BWA,True,-4.4962,4.2521,33.24,1156165
377,SAM,False,-2.7515,4.2414,409.7,108928
378,BXP,True,-2.159,1.8915,127.28,421108
379,BSX,True,-3.2515,2.3453,42.86,3449020
380,BOX,True,-4.8906,1.7576,13.58,820261
381,BAH,True,-2.6698,3.3815,72.2,594602
382,BYD,True,-5.1897,3.9821,23.66,489390
383,BP,True,-2.3129,2.3024,37.2,6257493
384,BPMP,False,-3.6059,1.9782,14.58,115157
385,BRC,False,-3.1571,2.6838,49.86,99025
386,BHR,False,-4.1667,4.8724,9.08,104329
387,BPT,False,-17.2288,13.1961,8.95,167699
388,BWG,False,-0.6695,0.7614,12.0,20671
389,BRFS,False,-2.8384,6.3584,9.77,1751323
390,BGG,False,-4.4395,3.0197,8.69,201034
391,BFAM,False,-1.8257,2.1042,155.96,130232
392,BEDU,False,-5.7114,7.3118,9.3,16008
393,BSA,False,-0.6933,0.5356,24.46,1956
394,LND,False,-2.6066,4.0548,4.22,327
395,BDN,True,-2.1277,2.0337,14.51,827146
396,BV,False,-11.5123,7.6878,18.5,110673
397,EAT,True,-4.3564,3.7677,38.64,492913
398,BMY,True,-1.8286,5.0197,46.49,8554842
399,BR,True,-5.2063,2.1278,126.75,327943
400,BSIG,False,-6.6355,2.4201,8.92,185665
401,BRX,True,-2.4494,2.0844,19.0,1474705
402,BCO,True,-7.1532,5.2179,82.1,190148
403,BKD,False,-3.1662,6.1308,8.13,683217
404,BTI,True,-4.3767,6.8861,36.77,919321
405,BF.A,False,-3.2538,3.2725,55.18,9553
406,BIP,False,-1.0806,1.21,44.6,150013
407,BAM,True,-2.5908,1.822,51.03,673165
408,BEP,False,-1.2623,1.129,35.79,80793
409,INF,False,-2.381,1.4008,13.05,22713
410,RA,False,-1.14,0.6407,22.02,55459
411,BBU,False,-2.4458,3.6,36.41,9187
412,BRT,False,-2.2238,4.3639,14.34,6573
413,BRO,True,-1.59,2.6551,36.5,679161
414,BF.B,True,-2.9701,2.5551,55.9,397869
415,BT,True,-6.7826,1.8581,10.57,637683
416,BVN,True,-8.2333,4.4937,14.63,729244
417,BPL,True,-1.7548,0.8395,40.95,597315
418,BC,True,-5.0744,4.9309,46.66,649229
419,BKE,True,-12.9406,3.9109,17.92,389979
420,BURL,True,-3.1628,3.6,174.44,344959
421,BG,True,-6.7459,3.6728,53.47,612533
422,CABO,False,-1.9409,4.5528,1261.41,26508
423,CJ,False,-7.7697,20.5556,9.45,375284
424,PFH,False,-9.8637,4.0987,6.47,0
425,BBW,False,-7.1809,3.8674,3.68,77389
426,BY,False,-3.7677,2.287,17.67,35349
427,CBT,False,-4.9642,3.6082,38.99,167825
428,CACI,False,-2.9474,2.8296,211.04,124361
429,COG,True,-12.0698,1.2027,16.99,4100527
430,BWXT,False,-4.4148,14.6817,56.31,186018
431,WHD,True,-5.8684,6.3423,27.79,367580
432,CAE,False,-2.0603,1.6387,27.07,98822
433,CADE,True,-19.1229,3.2701,15.47,796145
434,CAL,True,-11.4483,5.53,15.38,530399
435,CRC,True,-15.4684,9.8431,10.92,1460515
436,CWT,False,-3.3595,2.6908,53.83,87388
437,CAI,False,-5.9155,3.8904,18.91,66123
438,CPE,False,-8.9147,10.6236,4.57,9650735
439,ELY,True,-4.2485,7.3546,18.43,556256
440,CALX,False,-13.8356,3.23,5.88,155281
441,CBM,False,-2.8162,47.1309,60.1,92761
442,CM,False,-1.5189,1.5497,75.99,170248
443,CWH,False,-16.0886,5.283,8.4,493035
444,CCJ,False,-7.4522,1.6848,8.47,1504373
445,CPB,True,-2.6689,1.8626,42.26,1022808
446,GOOS,True,-5.295,3.7775,43.21,485296
447,CANG,False,-6.8148,6.6667,6.02,0
448,CNI,True,-2.7711,3.1415,93.8,479071
449,CP,True,-1.8961,3.9245,239.84,214600
450,CNQ,True,-3.481,3.1646,24.03,1248430
451,CNNE,False,-2.8174,4.8154,29.65,76521
452,CGC,True,-4.473,4.907,34.2,2022818
453,COF,True,-5.8915,2.8565,87.21,1875014
454,CMD,False,-2.0909,10.9219,90.46,100073
455,CPT,True,-2.2434,1.956,105.49,265684
456,CAJ,False,-4.0587,1.5141,26.3,144572
457,CIC,False,-5.8885,4.5035,9.05,13725
458,CSU,False,-11.1111,9.3878,4.39,74220
459,BXMT,True,-2.0688,1.3765,35.35,401557
460,CMO,False,-3.7199,1.3447,8.19,449738
461,CRR,False,-12.1951,13.2813,1.38,101934
462,CAH,True,-5.7739,2.6667,44.67,1385758
463,CRCM,False,-24.364,7.6326,9.33,353517
464,CPRI,True,-5.1698,3.0706,30.35,1382754
465,KMX,True,-3.8756,3.0148,85.39,884738
466,CUK,True,-1.9291,2.7607,44.47,198608
467,CRS,False,-5.0538,5.1879,48.24,149091
468,CSV,False,-1.88,16.841,21.85,32656
469,CSL,True,-2.9471,5.7279,143.21,203236
470,CRI,True,-5.6439,7.7618,89.15,379729
471,CARS,False,-34.4789,2.84,9.51,350439
472,CSLT,False,-46.5116,5.9041,1.5,249842
473,CVNA,True,-5.9029,25.1425,80.43,864529
474,CCL,True,-1.7438,2.439,45.94,2467130
475,CTLT,True,-3.1649,3.3477,56.66,293666
476,CAT,True,-4.4823,2.1227,119.01,2715564
477,CATO,False,-4.5233,2.5984,13.52,91864
478,CBL,False,-9.8039,8.163,0.8893,1032504
479,CBZ,False,-1.9926,2.3035,23.38,82008
480,CBRE,True,-5.0832,2.8108,52.87,622205
481,CBS,True,-3.7584,3.3347,48.7,1502484
482,CBS.A,False,-3.1604,3.95,50.89,1630
483,FUN,False,-2.6632,3.6217,52.02,111181
484,IGR,False,-2.2457,1.0811,7.6,130594
485,CDR,False,-6.1151,7.3359,2.47,180858
486,CX,False,-5.1988,1.5974,3.02,4697836
487,CVE,False,-4.3035,4.162,8.72,1715026
488,CNC,True,-4.8067,3.56,49.73,2943179
489,CE,True,-3.6688,4.3812,111.0,683427
490,CEL,False,-8.209,7.3171,2.5,2381
491,CPAC,False,-5.7447,4.1667,8.7,64
492,CNP,True,-2.772,1.0858,28.0,2081108
493,CLS,False,-2.6549,4.5317,6.69,112755
494,EBR.B,False,-3.4677,5.4264,10.24,2058
495,EBR,False,-3.4327,5.2885,10.9,114687
496,CCS,False,-4.6324,5.2408,27.67,151430
497,CEN,False,-2.9225,1.8996,7.11,212837
498,CHAP,False,-14.1079,2.6012,1.99,171450
499,CEPU,False,-55.9152,7.049,3.74,121182
500,CTL,True,-7.5993,3.8961,11.48,6221057
501,CHRA,False,-6.6922,6.7623,5.3,5286
502,CF,True,-4.2124,5.6295,48.77,1298602
503,GIB,False,-3.0742,1.1462,77.06,83988
504,CDAY,True,-3.665,3.7321,53.48,392172
505,CLDT,False,-5.2017,1.6432,17.07,133096
506,CRL,False,-4.9654,4.1499,130.82,174358
507,CHE,False,-1.1304,3.2803,428.44,47430
508,CC,True,-19.1079,5.478,12.6,1776964
509,CHGG,True,-5.0366,8.8984,41.72,864956
510,CMCM,False,-4.717,5.1205,3.11,94600
511,CHK,False,-10.8974,9.7561,1.45,20545586
512,CHMI,False,-3.6962,1.5007,13.81,109586
513,CPK,False,-3.3323,2.3376,92.71,50636
514,CVX,True,-1.9251,3.4677,122.39,3275914
515,CHS,False,-7.837,7.5342,3.23,1354403
516,CHKR,False,-0.9804,2.4876,1.0,26299
517,CHSP,False,-2.2778,1.701,26.18,162674
518,CIM,True,-2.001,1.9372,19.75,709925
519,CEA,False,-8.5988,3.82,24.11,1523
520,CGA,False,-7.5571,2.74,3.65,1167
521,CHN,False,-3.7321,1.22,18.87,1176
522,LFC,True,-4.8741,2.5,11.61,193840
523,CHL,True,-3.5096,2.0489,40.5,331991
524,DL,False,-5.4435,2.7083,4.47,458
525,COE,False,-6.9174,5.1585,5.9,0
526,XRF,False,-8.5442,9.7849,0.57,51114
527,ZNH,False,-7.7122,4.5,29.14,13275
528,CHU,False,-4.4838,1.6376,9.23,157419
529,CMG,True,-2.2931,5.1866,816.96,292234
530,CHH,False,-3.8193,5.4955,90.48,136610
531,SNP,False,-2.899,1.3,59.9,91476
532,CB,True,-2.4824,3.2984,158.83,820063
533,CYD,False,-4.2135,2.4211,13.98,9956
534,CHA,False,-2.4971,1.3863,43.54,14123
535,CHT,False,-4.5267,1.0174,34.2,41411
536,CHD,True,-1.5529,1.826,78.43,744434
537,CIEN,True,-3.644,3.4424,43.2,1178677
538,CCC,False,-2.9703,4.4192,17.23,128110
539,CI,True,-3.3904,2.9686,169.47,878870
540,XEC,True,-6.8088,6.3086,42.39,1096273
541,CBB,False,-13.3475,13.5831,4.75,235670
542,CNK,True,-4.4022,4.527,38.13,639543
543,CINR,False,-4.474,3.7198,15.12,2492
544,CIR,False,-4.4679,3.8139,36.3,135739
545,CISN,False,-32.4873,3.1414,6.66,195546
546,C,True,-3.9488,2.4562,64.83,7931629
547,BLW,False,-0.8431,0.6597,15.4,50221
548,CIT,True,-5.4557,2.3318,42.88,248102
549,CIO,False,-1.2346,2.3425,13.08,103300
550,CVEO,False,-4.2424,10.3226,1.49,37534
551,CIA,False,-4.9664,4.1949,6.74,30768
552,CFG,True,-4.4566,6.3836,33.13,2453451
553,CCO,False,-12.8878,5.49,2.37,386408
554,CTR,False,-2.2678,0.9,8.85,36706
555,CLW,False,-13.7545,17.1884,17.65,65552
556,EMO,False,-2.8761,1.524,8.69,67532
557,CLH,True,-3.6959,6.7499,76.46,208687
558,CWEN,True,-3.288,3.18,17.91,263638
559,CEM,False,-2.7778,0.8857,11.35,75259
560,CWEN.A,False,-4.3608,3.43,16.92,155068
561,CLF,False,-9.5685,4.66,8.58,5854733
562,CLPR,False,-7.6596,4.689,11.13,6575
563,CLDR,False,-4.4286,6.1873,6.76,3268619
564,CNF,False,-4.6346,4.2991,5.4,0
565,CMSA,False,-1.427,0.9477,26.52,3033
566,CMS,True,-1.4713,1.6241,60.09,1060133
567,CMSC,False,-1.2755,0.9735,27.42,1756
568,CLX,True,-3.9729,2.1449,158.96,497200
569,CNHI,False,-4.1537,2.8183,9.03,577187
570,CNA,False,-1.6355,2.6037,48.08,74379
571,CEO,False,-4.1749,2.0292,151.06,47215
572,CNXM,False,-5.0065,6.1582,14.05,112310
573,CEIX,False,-5.1562,1.4789,17.29,150077
574,CNO,True,-6.0319,2.9221,15.37,533461
575,KOF,False,-3.0805,1.8299,58.67,30988
576,CNX,False,-11.8005,26.3328,7.16,2421958
577,KO,True,-2.029,6.0718,53.5,6399566
578,CCEP,True,-2.0375,1.6309,54.36,543315
579,CDE,False,-8.3168,7.9151,5.29,4071891
580,CNS,False,-3.149,2.7842,52.99,74997
581,FOF,False,-2.4031,1.84,12.63,20653
582,LDP,False,-3.2283,1.1779,25.22,31884
583,INB,False,-3.7652,1.6018,8.89,26981
584,RQI,True,-1.9001,2.0513,14.67,191469
585,RNP,False,-1.3447,1.2179,22.84,98487
586,MIE,False,-3.112,1.2922,8.81,150097
587,UTF,False,-1.6504,1.1737,25.88,110910
588,RFI,False,-2.3622,2.0528,14.35,31129
589,PSF,False,-2.4966,2.0593,28.66,4936
590,CCH,False,-0.3398,1.5779,10.24,0
591,CFX,True,-6.2566,15.1356,26.32,654824
592,CL,True,-4.0139,2.5512,71.69,2403950
593,CXE,False,-3.2316,2.2263,5.44,58205
594,CXH,False,-0.993,1.6145,9.94,1550
595,CIF,False,-1.1673,1.1765,2.58,6161
596,CMU,False,-1.4433,1.8519,4.74,37264
597,CLNY,False,-7.6775,4.6211,4.71,885965
598,STK,False,-5.0326,2.7,20.4,37286
599,CMC,True,-4.3975,3.8841,16.53,703358
600,CLNC,False,-7.1381,1.5974,14.01,160292
601,CXP,True,-2.4242,3.9867,21.27,195218
602,CYH,False,-11.0656,14.6597,2.27,1103293
603,CMA,True,-6.5437,1.9181,61.88,1110314
604,CHCT,False,-1.9395,2.617,43.25,54565
605,FIX,False,-20.4888,5.6832,39.04,146416
606,CBU,False,-3.3945,2.0871,62.09,87577
607,CIG,False,-4.4199,5.4913,3.68,1498047
608,CIG.C,False,-4.7009,3.3735,4.34,0
609,SBS,True,-5.2448,5.2863,14.43,925957
610,ELP,True,-3.8012,3.9683,12.96,279955
611,CBD,True,-3.6434,4.7029,22.46,226352
612,CCU,False,-7.7268,1.6956,24.62,64425
613,CODI,False,-4.0,3.7534,18.68,100252
614,CMP,True,-6.3944,6.3179,51.42,226900
615,CAG,True,-2.9856,3.3628,28.91,2229725
616,CCM,False,-3.5842,4.1045,2.68,0
617,CXO,True,-22.2256,7.9559,71.22,990706
618,CNDT,False,-26.3279,5.0157,6.6,1198412
619,COP,True,-3.9626,3.2821,53.87,3320553
620,ED,True,-1.454,1.3453,86.75,984527
621,CCR,False,-11.2119,2.4204,12.9,12624
622,CRK,False,-6.8814,8.838,5.53,341125
623,STZ.B,False,-3.8859,4.2238,194.04,2
624,CSTM,True,-6.1719,14.3816,11.85,347135
625,CLR,True,-7.802,5.6157,30.86,1086315
626,CBPX,False,-8.1318,5.3339,23.72,81493
627,CTK,False,-15.7083,6.599,6.8,9733
628,VLRS,False,-7.3126,8.9598,9.3,137748
629,CPS,False,-10.7294,5.8093,34.84,97054
630,TCS,False,-11.9476,3.8079,4.79,117734
631,STZ,True,-3.1389,2.7105,196.53,638936
632,CTRA,False,-7.4239,3.4374,30.64,141977
633,CPA,False,-5.2164,10.8322,103.9,145257
634,CXW,True,-3.7172,3.8095,17.77,489551
635,CLB,True,-9.4475,6.7888,40.42,551104
636,CLGX,True,-8.8771,5.7196,46.57,223934
637,CORR,False,-1.8832,5.5637,48.13,34965
638,CTB,False,-9.5832,3.51,24.47,131814
639,COR,False,-7.4403,2.1638,110.07,119903
640,CPLG,True,-3.3304,2.5748,10.9,194151
641,GYC,False,-1.7179,1.6654,21.87,0
642,CAAP,False,-29.078,2.378,5.02,24074
643,GLW,True,-7.9179,2.3939,28.22,2400013
644,CZZ,True,-5.3884,3.5997,13.9,406348
645,OFC,True,-2.3435,5.8889,28.32,358818
646,CMRE,False,-5.2632,5.283,5.38,202248
647,COTY,True,-5.1402,1.7273,9.67,2347033
648,CUZ,True,-4.5208,2.0753,34.33,1058563
649,CVIA,False,-10.9195,13.3333,1.79,375745
650,CVA,True,-3.1915,2.9254,16.98,369334
651,CPF,False,-4.1456,1.8987,28.37,59528
652,CR,False,-3.858,2.9408,77.72,181616
653,COT,True,-4.812,8.0422,12.2,513680
654,CPL,False,-2.7059,2.5393,16.9,10942
655,CRD.B,False,-3.2874,4.8246,9.65,4767
656,CRD.A,False,-3.0392,5.9656,10.36,15513
657,BAP,False,-3.463,2.78,207.93,152937
658,CPG,False,-5.1282,7.3944,3.13,1200467
659,CRH,True,-2.1283,2.6258,32.58,212152
660,CRT,False,-4.4574,3.1579,9.99,4699
661,CAPL,False,-5.2273,2.0809,17.06,21512
662,CS,True,-3.1516,2.437,11.39,1702482
663,CRY,False,-5.7577,2.699,26.1,75246
664,CEQP,False,-3.9902,2.4877,33.5,124863
665,CSS,False,-5.0682,4.4487,4.83,2035
666,CTS,False,-7.1093,5.4903,29.53,41980
667,CCI,True,-3.6089,2.3811,141.95,901460
668,CFR,False,-5.256,3.2647,87.0,150550
669,CUBE,True,-3.3101,1.5611,35.15,739634
670,CCK,True,-2.6433,4.23,68.58,727289
671,CUB,False,-2.6279,8.3484,68.43,117768
672,CMI,True,-5.0583,2.8939,151.07,750194
673,CULP,False,-4.1692,2.9579,15.77,4908
